title,audience_rating,genre,critic_rating,runtime,votes,gross,year
The Matrix Reloaded,7.2,"Action, Sci-Fi",62,138 min,614776,"281,492,479",2003
Oldboy - Velho Amigo,8.4,"Action, Drama, Mystery",78,120 min,608449,"707,481",2003
X-Men 2,7.4,"Action, Sci-Fi, Thriller",68,134 min,565435,"214,949,694",2003
The Matrix Revolutions,6.7,"Action, Sci-Fi",47,129 min,530725,"139,313,948",2003
O Amor Acontece,7.6,"Comedy, Drama, Romance",55,135 min,506087,"59,696,144",2003
O Amor É um Lugar Estranho,7.7,"Comedy, Drama",91,102 min,472972,"44,585,453",2003
Mystic River,7.9,"Crime, Drama, Mystery",84,138 min,472387,"90,135,191",2003
O Último Samurai,7.8,"Action, Drama",55,154 min,457582,"111,110,575",2003
O Grande Peixe,8.0,"Adventure, Drama, Fantasy",58,125 min,451128,"66,257,002",2003
"Bruce, o Todo-Poderoso",6.8,"Comedy, Fantasy",46,101 min,421072,"242,829,261",2003
Exterminador Implacável 3 - Ascensão das Máquinas,6.3,"Action, Sci-Fi",66,109 min,411486,"150,371,112",2003
Um Golpe em Itália,7.0,"Action, Crime, Thriller",68,111 min,380761,"106,128,601",2003
Escola de Rock,7.2,"Comedy, Music",82,109 min,320042,"81,261,177",2003
Arrested Development - De Mal a Pior,8.7,Comedy,N/A,22 min,316657,N/A,2003
Elf - O Falso Duende,7.1,"Adventure, Comedy, Family",64,97 min,289396,"173,398,518",2003
Velocidade + Furiosa,5.9,"Action, Crime, Thriller",38,107 min,288993,"127,154,901",2003
Underworld - O Submundo,7.0,"Action, Fantasy, Thriller",42,121 min,279318,"51,970,690",2003
Hulk,5.6,"Action, Sci-Fi",54,138 min,274498,"132,177,234",2003
Dois Homens e Meio,7.1,"Comedy, Romance",N/A,22 min,273373,N/A,2003
Bad Boys 2,6.6,"Action, Comedy, Crime",38,147 min,260947,"138,608,444",2003
Identidade Misteriosa,7.3,"Mystery, Thriller",64,90 min,260062,"52,159,536",2003
Como Perder um Homem em 10 dias,6.4,"Comedy, Romance",45,116 min,256521,"105,813,373",2003
21 Gramas,7.6,"Crime, Drama, Thriller",70,124 min,242443,"16,290,476",2003
Dias de Loucura,7.0,Comedy,54,88 min,239043,"75,585,093",2003
Master & Commander - O Lado Longínquo do Mundo,7.5,"Action, Adventure, Drama",81,138 min,231233,"93,927,920",2003
Demolidor - O Homem Sem Medo,5.3,"Action, Crime",42,103 min,225690,"102,543,520",2003
Terapia de Choque,6.2,Comedy,52,106 min,223365,"135,645,823",2003
American Pie - O Casamento,6.3,Comedy,43,96 min,213207,"104,565,114",2003
Memórias de Um Assassino,8.1,"Crime, Drama, Mystery",82,131 min,201856,"14,131",2003
Liga de Cavalheiros Extraordinários,5.8,"Action, Adventure, Fantasy",30,110 min,181132,"66,465,204",2003
O Último Destino 2,6.2,"Horror, Thriller",38,90 min,175953,"46,961,214",2003
Johnny English,6.2,"Action, Adventure, Comedy",51,89 min,169511,"28,082,366",2003
Era Uma Vez no México,6.3,"Action, Crime, Thriller",56,102 min,167014,"56,359,780",2003
Monstro,7.3,"Biography, Crime, Drama",74,109 min,157702,"34,469,210",2003
NCIS: Investigação Criminal,7.8,"Action, Crime, Drama",N/A,60 min,156499,N/A,2003
Dogville,8.0,"Crime, Drama",61,178 min,154679,"1,530,386",2003
Scary Movie 3 - Outro Susto de Filme,5.5,Comedy,49,84 min,153707,"110,003,217",2003
Cold Mountain,7.2,"Adventure, Drama, Romance",73,154 min,153165,"95,636,509",2003
S.W.A.T. - Força de Intervenção,6.0,"Action, Adventure, Crime",45,117 min,151887,"116,934,650",2003
"Adeus, Lenine!",7.7,"Comedy, Drama, Romance",68,121 min,150211,"4,064,200",2003
Bad Santa - O Anti-Pai Natal,7.1,"Comedy, Crime, Drama",70,92 min,149514,"60,060,328",2003
Massacre no Texas,6.2,Horror,38,98 min,148423,"80,571,655",2003
Um Dia de Doidos,6.3,"Comedy, Family, Fantasy",70,97 min,147334,"110,230,332",2003
Lara Croft: Tomb Raider - O Berço da Vida,5.5,"Action, Adventure, Fantasy",43,117 min,142513,"65,660,196",2003
O Recruta,6.6,"Action, Thriller",56,115 min,140010,"52,802,140",2003
Amigos do Alheio,7.3,"Comedy, Crime, Drama",61,116 min,135334,"36,906,460",2003
Os Anjos de Charlie: Potência Máxima,4.9,"Action, Adventure, Comedy",48,106 min,131145,"100,830,111",2003
Os Sonhadores,7.1,"Drama, Romance",63,115 min,127551,"2,531,462",2003
Operação Especial,6.6,"Action, Drama, Thriller",48,121 min,127526,"43,734,876",2003
Escolha Perigosa,6.1,"Horror, Thriller",32,84 min,127306,"15,417,771",2003
Alguém Tem que Ceder,6.7,"Comedy, Drama, Romance",66,128 min,126272,"124,728,738",2003
Freddy Contra Jason,5.7,"Action, Horror",37,97 min,123886,"82,622,655",2003
Inocente ou Culpado?,7.5,"Crime, Drama, Mystery",31,130 min,123879,"19,593,740",2003
Kenai e Koda,6.8,"Animation, Adventure, Comedy",48,85 min,118757,"85,336,277",2003
Gothika,5.8,"Horror, Mystery, Thriller",38,98 min,116756,"59,694,580",2003
Pago para Esquecer,6.3,"Action, Mystery, Sci-Fi",43,119 min,111525,"53,790,451",2003
Bem-vindos à Selva,6.6,"Action, Adventure, Comedy",59,104 min,111066,"47,726,342",2003
Em Defesa de Sua Majestade,6.2,"Action, Adventure, Comedy",58,114 min,110519,"60,476,872",2003
À Dúzia é Mais Barato,5.9,"Comedy, Family",46,98 min,106479,"138,614,544",2003
Detonação,5.5,"Action, Adventure, Sci-Fi",48,135 min,105311,"31,186,896",2003
O Júri,7.1,"Crime, Drama, Thriller",61,127 min,102075,"49,443,628",2003
Crueldade Intolerável,6.3,"Comedy, Crime, Romance",71,100 min,100277,"35,327,628",2003
Trabalhos Forçados,7.0,"Adventure, Comedy, Drama",71,117 min,96098,"67,406,573",2003
Elefante,7.1,"Crime, Drama, Thriller",70,81 min,95149,"1,227,000",2003
O Caçador de Sonhos,5.5,"Drama, Horror, Sci-Fi",35,136 min,94950,"33,715,436",2003
Treze - Inocência Perdida,6.8,Drama,70,100 min,94389,"4,599,680",2003
O.C. - Na Terra Dos Ricos,7.5,"Comedy, Drama, Romance",N/A,44 min,93555,N/A,2003
The Room,3.6,Drama,9,99 min,92961,"557,236",2003
A Casa dos 1000 Cadáveres,6.0,Horror,31,89 min,90405,"12,634,962",2003
O Sorriso de Mona Lisa,6.5,Drama,45,117 min,87028,"63,860,942",2003
O Gato,4.0,"Adventure, Comedy, Family",19,82 min,85993,"101,149,285",2003
Munna Bhai M.B.B.S.,8.1,"Comedy, Drama",N/A,156 min,85594,N/A,2003
"Primavera, Verão, Outono, Inverno... e Primavera",8.0,"Drama, Romance",85,103 min,85324,"2,380,788",2003
One Tree Hill,7.8,"Drama, Romance, Sport",N/A,60 min,84459,N/A,2003
Rapariga com Brinco de Pérola,6.9,"Biography, Drama, Romance",72,100 min,81003,"11,634,362",2003
The Animatrix,7.3,"Animation, Action, Sci-Fi",N/A,100 min,80774,N/A,2003
Battlestar Galactica,8.5,"Action, Adventure, Drama",N/A,183 min,78543,N/A,2003
Peter Pan,6.8,"Adventure, Family, Fantasy",64,113 min,78115,"48,462,608",2003
Ong-bak - O Guerreiro,7.1,"Action, Crime, Thriller",69,108 min,76938,"4,560,061",2003
Open Range - A Céu Aberto,7.4,"Action, Drama, Romance",67,139 min,76350,"58,331,254",2003
Nascido Para Ganhar,7.3,"Drama, History, Sport",72,140 min,75596,"120,277,854",2003
Haute Tension - Alta Tensão,6.7,Horror,42,91 min,75590,"3,681,066",2003
Hagane no renkinjutsushi,8.5,"Animation, Action, Adventure",N/A,24 min,74799,N/A,2003
Casados de Fresco,5.5,"Comedy, Romance",28,95 min,73089,"56,127,162",2003
Kal Ho Naa Ho,7.9,"Comedy, Drama, Musical",54,186 min,72679,"1,787,378",2003
A Estação,7.6,"Comedy, Drama",81,89 min,72193,"5,739,376",2003
O Guarda-Fraldas,5.6,"Comedy, Family",39,92 min,72100,"104,297,061",2003
Amor ou Consequência,7.5,"Comedy, Drama, Romance",45,93 min,71635,"548,707",2003
Uma Casa na Bruma,7.5,"Crime, Drama",71,126 min,70920,"13,005,485",2003
Legalmente Loira 2,4.8,Comedy,47,95 min,70664,"90,186,328",2003
Chappelle's Show,8.8,"Comedy, Music",N/A,22 min,69321,N/A,2003
Jeepers Creepers 2,5.6,Horror,36,106 min,68704,"35,667,218",2003
Café e Cigarros,7.0,"Comedy, Drama, Music",65,95 min,66089,"1,971,135",2003
História de Duas Irmãs,7.1,"Drama, Horror, Mystery",65,114 min,65905,N/A,2003
O Que uma Rapariga Quer,5.8,"Comedy, Drama, Family",41,105 min,65216,"35,990,505",2003
Básico,6.4,"Action, Crime, Drama",34,98 min,65024,"26,536,120",2003
O Despertar da Mente,8.3,"Drama, Romance, Sci-Fi",89,108 min,1044256,"34,400,301",2004
Kill Bill - A Vingança (vol. 2),8.0,"Action, Crime, Thriller",83,137 min,783184,"66,208,183",2004
The Incredibles - Os Super Heróis,8.0,"Animation, Action, Adventure",90,115 min,776658,"261,441,092",2004
Million Dollar Baby - Sonhos Vencidos,8.1,"Drama, Sport",86,132 min,706379,"100,492,203",2004
Homem-Aranha 2,7.5,"Action, Adventure, Sci-Fi",83,127 min,684528,"373,585,825",2004
Harry Potter e o Prisioneiro de Azkaban,7.9,"Adventure, Family, Fantasy",82,142 min,665442,"249,358,727",2004
O Diário da Nossa Paixão,7.8,"Drama, Romance",53,123 min,596906,"81,001,787",2004
Zombies Party - Uma Noite... de Morte,7.9,"Comedy, Horror",76,99 min,578025,"13,542,874",2004
Perdidos,8.3,"Adventure, Drama, Fantasy",N/A,44 min,576348,N/A,2004
"Eu, Robot",7.1,"Action, Mystery, Sci-Fi",59,115 min,560742,"144,801,023",2004
Tróia,7.3,Drama,56,163 min,554690,"133,378,256",2004
Efeito Borboleta,7.6,"Drama, Sci-Fi, Thriller",30,113 min,508143,"57,938,693",2004
Dr. House,8.7,"Drama, Mystery",N/A,44 min,488434,N/A,2004
Shrek 2,7.3,"Animation, Adventure, Comedy",75,93 min,488329,"436,471,036",2004
Terminal de Aeroporto,7.4,"Comedy, Drama, Romance",55,128 min,479758,"77,872,883",2004
Supremacia,7.7,"Action, Mystery, Thriller",73,108 min,477529,"176,241,941",2004
O Dia Depois de Amanhã,6.5,"Action, Adventure, Sci-Fi",47,124 min,464855,"186,740,799",2004
Colisão,7.7,"Crime, Drama, Thriller",66,112 min,444351,"54,580,300",2004
Saw - Enigma Mortal,7.6,"Horror, Mystery, Thriller",46,103 min,442675,"56,000,369",2004
O Castelo Andante,8.2,"Animation, Adventure, Family",82,119 min,422366,"4,711,096",2004
Colateral,7.5,"Action, Crime, Drama",71,120 min,421793,"101,005,703",2004
Giras e Terríveis,7.1,Comedy,66,97 min,406986,"86,058,055",2004
O Maquinista,7.6,"Drama, Thriller",61,101 min,405733,"1,082,715",2004
Ocean's Twelve,6.5,"Crime, Thriller",58,125 min,404799,"125,544,280",2004
Homem em Fúria,7.7,"Action, Crime, Drama",47,146 min,376831,"77,911,774",2004
O Aviador,7.5,"Biography, Drama",77,170 min,375005,"102,608,827",2004
A Minha Namorada Tem Amnésia,6.8,"Comedy, Drama, Romance",48,99 min,370742,"120,908,074",2004
O Repórter: A Lenda de Ron Burgundy,7.1,Comedy,63,94 min,370366,"85,288,303",2004
A Queda: Hitler e o Fim do Terceiro Reich,8.2,"Biography, Drama, History",82,156 min,366273,"5,509,040",2004
Hotel Ruanda,8.1,"Biography, Drama, History",79,121 min,365100,"23,530,892",2004
O Tesouro,6.9,"Action, Adventure, Mystery",40,131 min,346357,"173,008,894",2004
Hellboy,6.8,"Action, Adventure, Fantasy",72,122 min,341616,"59,623,958",2004
Uns Compadres do Pior,6.3,"Comedy, Romance",41,115 min,280453,"279,261,160",2004
Antes do Anoitecer,8.1,"Drama, Romance",91,80 min,278433,"5,820,649",2004
Van Helsing,6.0,"Action, Adventure, Fantasy",35,131 min,277575,"120,177,084",2004
A Vila,6.6,"Drama, Mystery, Thriller",44,108 min,271157,"114,197,520",2004
O Renascer dos Mortos,7.3,"Action, Horror",59,101 min,265339,"59,020,957",2004
Uma Questão... de Bolas,6.7,"Comedy, Sport",55,92 min,260649,"114,326,736",2004
A Paixão de Cristo,7.2,Drama,47,127 min,243770,"370,782,930",2004
As Crónicas de Riddick,6.6,"Action, Adventure, Sci-Fi",38,119 min,237526,"57,761,012",2004
A Miúda do Lado,6.7,"Comedy, Drama, Romance",47,109 min,233342,"14,589,444",2004
Napoleon Dynamite - Um Novo Herói,7.0,Comedy,64,96 min,230469,"44,540,956",2004
Perto Demais,7.2,"Drama, Romance",65,104 min,229752,"33,987,757",2004
Polar Express,6.6,"Animation, Adventure, Comedy",61,100 min,225436,"183,373,735",2004
Garden State,7.4,"Comedy, Drama, Romance",67,102 min,220899,"26,782,316",2004
EuroTrip,6.6,Comedy,45,92 min,216854,"17,718,223",2004
Lemony Snicket - Uma Série de Desgraças,6.8,"Adventure, Comedy, Family",62,108 min,216189,"118,627,117",2004
À Procura da Terra do Nunca,7.7,"Biography, Drama, Family",67,106 min,209875,"51,680,613",2004
Alien vs Predador,5.6,"Action, Adventure, Horror",29,101 min,207437,"80,282,231",2004
Um Peixe Fora de Água,7.2,"Action, Adventure, Comedy",62,119 min,206251,"24,006,726",2004
Resident Evil: Apocalipse,6.1,"Action, Horror, Sci-Fi",35,94 min,206009,"51,201,453",2004
"De Repente, Já nos 30!",6.3,"Comedy, Fantasy, Romance",57,98 min,205977,"57,231,747",2004
A Janela Secreta,6.5,"Drama, Mystery, Thriller",46,96 min,204493,"48,022,900",2004
"Grande Moca, Meu",7.0,"Adventure, Comedy",64,88 min,202381,"18,225,165",2004
Sideways,7.5,"Comedy, Drama, Romance",94,127 min,197650,"71,503,593",2004
O Gang dos Tubarões,6.0,"Animation, Adventure, Comedy",48,90 min,193030,"160,861,908",2004
Layer Cake - Crime Organizado,7.3,"Action, Crime, Drama",73,105 min,189972,"2,338,695",2004
Blade III: Trinity,5.8,"Action, Horror, Sci-Fi",38,113 min,184271,"52,411,906",2004
Team America: Polícia Mundial,7.2,"Action, Comedy",64,98 min,175333,"32,786,074",2004
A Vedeta,8.4,"Comedy, Drama",N/A,28 min,174169,N/A,2004
"Alexandre, o Grande",5.6,"Action, Biography, Drama",40,175 min,173788,"34,297,191",2004
Rei Artur,6.3,"Action, Adventure, Drama",46,126 min,172979,"51,882,244",2004
Battlestar Galactica,8.7,"Action, Adventure, Drama",N/A,44 min,171658,N/A,2004
Punisher - O Vingador,6.4,"Action, Crime, Drama",33,124 min,166890,"33,810,189",2004
Loiras à Força,5.7,"Comedy, Crime",41,109 min,156347,"70,831,760",2004
Ray,7.7,"Biography, Drama, Music",73,152 min,153858,"75,331,600",2004
Starsky & Hutch,6.1,"Comedy, Crime",55,101 min,152014,"88,237,754",2004
The Grudge - A Maldição,5.9,"Horror, Mystery, Thriller",49,91 min,148595,"110,359,362",2004
Kung Fu Zão,7.7,"Action, Comedy, Fantasy",78,99 min,146621,"17,108,591",2004
Romance Arriscado,6.0,"Comedy, Romance",44,90 min,141190,"88,097,164",2004
Donas de Casa Desesperadas,7.6,"Comedy, Drama, Mystery",N/A,45 min,135038,N/A,2004
Fahrenheit 9/11,7.5,"Documentary, Drama, War",67,122 min,131281,"119,194,771",2004
O Fantasma da Ópera,7.2,"Drama, Musical, Romance",40,143 min,127539,"51,268,815",2004
Catwoman,3.4,"Action, Crime, Fantasy",27,104 min,123415,"40,202,379",2004
O Novo Diário de Bridget Jones,6.0,"Comedy, Drama, Romance",44,108 min,118832,"40,226,215",2004
O Segredo dos Punhais Voadores,7.5,"Action, Adventure, Drama",89,119 min,114822,"11,050,094",2004
O Candidato da Verdade,6.6,"Drama, Horror, Mystery",76,129 min,114156,"65,955,630",2004
Deadwood,8.6,"Crime, Drama, History",N/A,55 min,113386,N/A,2004
Super Size Me - 30 Dias de Fast Food,7.2,Documentary,73,100 min,111657,"11,529,368",2004
Primer,6.7,"Drama, Sci-Fi, Thriller",68,77 min,111298,"424,760",2004
Walking Tall - Justiceiro Incorruptível,6.3,"Action, Crime",44,86 min,107583,"46,437,717",2004
O Quinteto da Morte,6.2,"Comedy, Crime, Thriller",56,104 min,107466,"39,799,191",2004
Ligação de Alto Risco,6.5,"Action, Crime, Thriller",60,94 min,103822,"32,003,620",2004
Diários de Che Guevara,7.7,"Adventure, Biography, Drama",75,126 min,103507,"16,781,387",2004
SpongeBob SquarePants - O Filme,7.1,"Animation, Adventure, Comedy",66,87 min,98150,"85,417,988",2004
"Swades: We, the People",8.2,"Drama, Musical",N/A,210 min,94660,"1,223,240",2004
Tirar Vidas,6.2,"Crime, Mystery, Thriller",38,103 min,93558,"32,682,342",2004
A Volta ao Mundo em 80 Dias,5.8,"Action, Adventure, Comedy",49,120 min,93110,"24,008,137",2004
A História da Cinderela,5.9,"Comedy, Family, Romance",25,95 min,91599,"51,438,175",2004
Garfield: O Filme,5.0,"Animation, Adventure, Comedy",27,80 min,91103,"75,369,589",2004
Espanglês,6.4,"Comedy, Drama, Romance",48,131 min,87168,"42,726,869",2004
Sky Captain e o Mundo de Amanhã,6.1,"Action, Adventure, Mystery",64,106 min,86533,"37,762,677",2004
O Diário da Princesa: Noivado Real,5.8,"Comedy, Family, Romance",43,113 min,86075,"95,170,481",2004
Hidalgo - O Grande Desafio,6.7,"Action, Adventure, Biography",54,136 min,84328,"67,286,731",2004
Mar Adentro,8.0,"Biography, Drama",74,126 min,83923,"2,086,345",2004
Veronica Mars,8.4,"Crime, Drama, Mystery",N/A,44 min,76323,N/A,2004
Um Longo Domingo de Noivado,7.6,"Drama, Mystery, Romance",76,133 min,75138,"6,167,817",2004
Mysterious Skin,7.6,Drama,73,105 min,73636,"697,181",2004
Os Gangs do Bairro 13,7.1,"Action, Crime, Sci-Fi",70,84 min,72621,"1,200,216",2004
Ella Encantada,6.3,"Comedy, Family, Fantasy",53,96 min,72191,"22,918,387",2004
Batman - O Início,8.2,"Action, Crime, Drama",70,140 min,1530608,"206,852,432",2005
V de Vingança,8.2,"Action, Drama, Sci-Fi",62,132 min,1152217,"70,511,035",2005
Star Wars: Episódio III - A Vingança dos Sith,7.6,"Action, Adventure, Fantasy",68,140 min,821843,"380,262,555",2005
Sin City: Cidade do Pecado,8.0,"Crime, Thriller",74,124 min,783380,"74,103,820",2005
Foi Assim que Aconteceu,8.3,"Comedy, Drama, Romance",N/A,22 min,709558,N/A,2005
O Escritório,9.0,Comedy,N/A,22 min,663328,N/A,2005
Harry Potter e o Cálice de Fogo,7.7,"Adventure, Family, Fantasy",81,157 min,656397,"290,013,036",2005
Prison Break,8.3,"Action, Crime, Drama",N/A,44 min,560875,N/A,2005
Mr. e Mrs. Smith,6.5,"Action, Comedy, Crime",55,120 min,520084,"186,336,279",2005
Charlie e a Fábrica de Chocolate,6.7,"Adventure, Comedy, Family",72,115 min,504739,"206,459,076",2005
Sobrenatural,8.4,"Drama, Fantasy, Horror",N/A,44 min,465828,N/A,2005
Guerra dos Mundos,6.5,"Action, Adventure, Sci-Fi",73,116 min,464357,"234,280,354",2005
Virgem aos 40 Anos,7.1,"Comedy, Romance",73,116 min,454730,"109,449,237",2005
King Kong,7.2,"Action, Adventure, Romance",81,187 min,437282,"218,080,025",2005
Madagáscar,6.9,"Animation, Adventure, Comedy",57,86 min,423267,"193,595,521",2005
"As Crónicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",6.9,"Adventure, Family, Fantasy",75,143 min,414573,"291,709,845",2005
O Segredo de Brokeback Mountain,7.7,"Drama, Romance",87,134 min,371866,"83,043,761",2005
Os Fura-Casamentos,7.0,"Comedy, Romance",64,119 min,367965,"209,218,368",2005
Constantine,7.0,"Action, Fantasy, Horror",50,121 min,362554,"75,976,178",2005
Avatar: O Último Airbender,9.3,"Animation, Action, Adventure",N/A,23 min,341381,N/A,2005
Quarteto Fantástico,5.7,"Action, Adventure, Fantasy",40,106 min,338471,"154,696,080",2005
O Senhor da Guerra,7.6,"Crime, Drama",62,122 min,329403,"24,149,632",2005
Hitch - A Cura para o Homem Comum,6.6,"Comedy, Romance",58,118 min,328119,"179,495,555",2005
Anatomia de Grey,7.6,"Drama, Romance",N/A,41 min,327687,N/A,2005
A Ilha,6.8,"Action, Sci-Fi, Thriller",50,136 min,322876,"35,818,913",2005
Orgulho e Preconceito,7.8,"Drama, Romance",82,129 min,315628,"38,405,088",2005
Serenity,7.8,"Action, Adventure, Sci-Fi",74,119 min,301914,"25,514,517",2005
Reino dos Céus,7.2,"Action, Adventure, Drama",63,144 min,300751,"47,398,413",2005
A Noiva Cadáver,7.3,"Animation, Drama, Family",83,77 min,287930,"53,359,111",2005
Saw II - A Experiência do Medo,6.6,"Horror, Mystery",40,93 min,263991,"87,039,965",2005
Walk the Line,7.8,"Biography, Drama, Music",72,136 min,259902,"119,519,402",2005
Uma História de Violência,7.4,"Action, Crime, Drama",82,96 min,247073,"31,493,782",2005
Nunca Chove em Filadélfia,8.8,Comedy,N/A,22 min,241689,N/A,2005
A Descida,7.2,"Adventure, Horror, Thriller",71,99 min,237329,"26,024,456",2005
Doctor Who,8.6,"Adventure, Drama, Sci-Fi",N/A,45 min,234126,N/A,2005
Munique,7.5,"Action, Drama, History",74,164 min,233762,"47,403,685",2005
Kiss Kiss Bang Bang,7.5,"Comedy, Crime, Mystery",72,103 min,233182,"4,243,756",2005
Obrigado por Fumar,7.5,"Comedy, Drama",71,92 min,226314,"24,792,061",2005
Match Point,7.6,"Drama, Romance, Thriller",72,124 min,223963,"23,089,926",2005
Mentes Criminosas,8.1,"Crime, Drama, Mystery",N/A,42 min,210591,N/A,2005
Correio de Risco 2,6.3,"Action, Crime, Thriller",56,87 min,210481,"43,095,600",2005
À Boleia Pela Galáxia,6.7,"Adventure, Comedy, Sci-Fi",63,109 min,204626,"51,085,416",2005
Máquina Zero,7.0,"Biography, Drama, War",58,125 min,200012,"62,658,220",2005
Cinderella Man,8.0,"Biography, Drama, Romance",69,144 min,193855,"61,649,911",2005
Os Quebra-Ossos,6.4,"Comedy, Crime, Sport",48,113 min,189035,"158,119,460",2005
Hostel,5.9,Horror,55,94 min,186628,"47,326,473",2005
Rome,8.7,"Action, Drama, Romance",N/A,52 min,179319,N/A,2005
Ossos,7.8,"Crime, Drama, Mystery",N/A,40 min,169536,N/A,2005
Pânico a Bordo,6.3,"Drama, Mystery, Thriller",53,98 min,168222,"89,707,299",2005
Hard Candy,7.0,"Drama, Thriller",58,104 min,165341,"1,007,962",2005
Treinador Carter,7.3,"Biography, Drama, Sport",57,136 min,164720,"67,264,877",2005
Rebeldes do Bairro,7.4,"Crime, Drama, Sport",55,109 min,157680,"344,095",2005
Memórias de uma Gueixa,7.3,"Drama, Romance",54,145 min,156554,"57,490,508",2005
Robôs,6.4,"Animation, Adventure, Comedy",64,91 min,156544,"128,200,012",2005
Quatro Irmãos,6.8,"Action, Crime, Drama",49,109 min,152983,"74,494,381",2005
Dick e Jane - Ladrões Sem Jeito,6.2,"Comedy, Crime",47,90 min,150610,"110,332,737",2005
